area,predicted_iou,point_coords,scale (um/px),index,Red,Green,Blue,perimeter(um),area(um),circularity,centroid_x,centroid_y,droplet,x,y,w,h
4965,0.9807490706443787,"[202.5, 961.875]",6.0755,23,57.351344711578946,33.78834728768657,77.21248563854641,43.06186551312323,134.51019504310156,1.097035329603308,224,929,True,184,891,79,77
865,0.9089677929878235,"[202.5, 995.625]",6.0755,24,248.59873244418895,61.44470642484643,91.14084518816189,18.953884945868584,23.434303869543374,1.2199290100120208,201,983,False,186,966,32,37
4101,0.9831433296203613,"[247.5, 84.375]",6.0755,25,172.5517834428112,156.78394058069958,37.059825948697274,38.99176088775316,111.10298285433223,1.0889554536962982,270,77,True,235,41,69,72
4860,0.9778677821159363,"[247.5, 354.375]",6.0755,26,176.2413991259937,163.08558599106084,234.27340962281622,42.7326745196592,131.6655685618275,1.1036670249811238,228,389,True,191,351,77,78
4842,0.9796345233917236,"[247.5, 489.375]",6.0755,27,34.870915545670876,170.21182484489276,190.4200274205404,42.67619415699489,131.17791830789483,1.104843502256186,211,499,True,172,461,77,79
4436,0.9814966917037964,"[247.5, 556.875]",6.0755,28,192.93094626760316,66.4247859614599,1.9881571346379823,40.86079823903101,120.17869591363515,1.1055447894449792,238,581,True,200,543,77,77
5436,0.9844262599945068,"[247.5, 658.125]",6.0755,29,127.5,0.0,255.0,45.52595298110325,147.27037668767372,1.11993503096522,250,699,True,210,656,81,86
4952,0.9773293733596802,"[247.5, 995.625]",6.0755,30,101.35809012613068,67.95772190139841,5.778047770158832,43.590744280852405,134.15800319303906,1.1270991417118559,253,1006,True,213,967,82,80
5171,0.9831074476242065,"[292.5, 219.375]",6.0755,31,187.97773713033655,240.47506212492385,61.545861860851744,44.05629072706549,140.09108128255352,1.1025429266451283,263,222,True,222,182,83,81
4745,0.9805598258972168,"[292.5, 320.625]",6.0755,32,211.19669202309734,66.9712075518966,181.8036168228074,42.48335871438648,128.55002527281306,1.117263622787232,304,347,True,264,309,81,75
4793,0.9796414375305176,"[292.5, 556.875]",6.0755,33,12.932253783487704,63.67569913634068,212.16779078575104,42.71613192768237,129.85042594996693,1.11822860008719,293,519,True,253,483,79,78
3975,0.9739640951156616,"[292.5, 658.125]",6.0755,34,4.280365376551897,18.378228715297983,143.37071767142868,38.50967161410748,107.68943107680336,1.095864059662708,298,630,True,263,594,69,72
4172,0.9787807464599609,"[292.5, 759.375]",6.0755,35,44.31677624375122,144.09480959373164,88.47503059773953,39.56057713185011,113.02649218928896,1.1018820898334358,277,777,True,240,740,73,75
5599,0.9853923320770264,"[337.5, 50.625]",6.0755,36,1.5890131905227105,187.98853111623208,22.79112066011456,45.81520626274374,151.68632065384202,1.1011919074214938,354,85,True,314,42,81,86
4654,0.9793200492858887,"[337.5, 151.875]",6.0755,37,85.45343750972964,252.38732695463128,107.18456791773158,41.921394448762626,126.08468232237556,1.109172894927397,333,173,True,296,134,75,79
4375,0.9793756008148193,"[337.5, 286.875]",6.0755,38,231.7481651999477,127.00154651072641,107.67491432755509,40.93382154685579,118.5261033864188,1.1249694086781374,332,271,True,294,233,75,76
5844,0.9832891225814819,"[337.5, 421.875]",6.0755,39,230.32468300782907,193.13566474144272,2.8040833457583973,46.80277945897028,158.32378244348146,1.1009998742335063,305,435,True,260,394,89,81
4386,0.9808576703071594,"[337.5, 590.625]",6.0755,40,248.4723605927473,193.86298164718835,219.86910569799278,40.87734092911441,118.82411187493322,1.1190534575689177,354,568,True,317,529,73,79
4273,0.9826948642730713,"[337.5, 691.875]",6.0755,41,1.397495866412755,75.07915522872179,32.60995504398124,40.31537705591683,115.76275194746687,1.1172818543296572,330,715,True,293,678,75,75
5039,0.976265549659729,"[337.5, 860.625]",6.0755,42,83.50108546154517,143.8873939620514,250.34516367187314,43.72709973360146,136.51497942038043,1.1145798160435556,304,865,True,261,826,84,79
5321,0.9765441417694092,"[337.5, 961.875]",6.0755,43,93.97489629853011,233.6043860646786,182.97543427793443,44.884113586152026,144.1548333986593,1.112106125734976,342,944,True,302,903,82,81
5419,0.9842541217803955,"[382.5, 354.375]",6.0755,44,85.13459837391586,68.04562917086751,136.36322052335134,45.23669940514306,146.80981811451508,1.1092178646073352,381,388,True,339,347,83,84
5538,0.9813309907913208,"[382.5, 523.125]",6.0755,45,140.83792700038424,18.454063077701306,86.07860164636729,45.429535122449856,150.03372812662568,1.0946563997103005,391,489,True,349,448,84,83
4866,0.9830648899078369,"[382.5, 624.375]",6.0755,46,255.0,255.0,127.5,42.75606944329277,131.82811864647175,1.1035134460964653,377,648,True,336,610,80,78
5835,0.9840044975280762,"[382.5, 826.875]",6.0755,47,125.26774584756295,132.08800329788505,113.6032166650405,47.42807592838235,158.07995731651513,1.1323595285370838,358,793,True,315,750,88,88
4346,0.980563759803772,"[382.5, 894.375]",6.0755,48,65.22453826504449,197.21822674018895,67.75277641054083,40.395252361836015,117.74044464397167,1.1028720122254008,387,873,True,349,836,76,76
2658,0.9590574502944946,"[382.5, 995.625]",6.0755,49,74.52712329172165,90.2343998017729,70.12290126958833,33.27570082415142,72.00968749739455,1.2236399052804414,388,1006,False,356,976,64,57
4131,0.9873540997505188,"[427.5, 118.125]",6.0755,50,253.75764176350626,70.68753281669044,250.81623337707273,39.24107677151113,111.91573327755339,1.0949160529193118,411,148,True,376,112,69,71
4062,0.9858551621437073,"[427.5, 219.375]",6.0755,51,191.6928658593436,164.06200247830606,143.60399064195383,39.20799127361645,110.04640730414472,1.1116381761329817,400,226,True,364,191,73,71
4670,0.9838577508926392,"[427.5, 286.875]",6.0755,52,192.296277802765,22.897898002365764,227.2026495933421,42.210647926616254,126.51814921476017,1.120679281279213,405,308,True,366,270,78,76
4305,0.9787653684616089,"[427.5, 556.875]",6.0755,53,80.71218381168897,39.08125732994224,236.16146795482746,40.37185718312537,116.6296857322361,1.1120862909544256,431,581,True,394,543,73,76
4313,0.9804486036300659,"[427.5, 725.625]",6.0755,54,24.395305675936324,201.0837252495962,248.23492026687913,40.31537703629551,116.8464191784284,1.106919860631466,410,726,True,372,689,75,75
5104,0.9819340705871582,"[427.5, 961.875]",6.0755,55,156.0079688725807,37.39267371054694,168.63176309017283,44.01635317221246,138.2759386706929,1.1149917039559478,429,950,True,390,909,81,82
4701,0.9831989407539368,"[472.5, 84.375]",6.0755,56,21.872211134576045,253.31797913632263,152.39657550130426,42.15416772092245,127.35799131875537,1.1103118463073505,443,70,True,407,31,76,79
6165,0.9858447313308716,"[472.5, 118.125]",6.0755,57,172.87452895862128,111.02625849501983,159.5739307547659,48.10300066425775,167.02021197194784,1.102466603468786,497,140,True,455,96,85,91
4536,0.984006404876709,"[472.5, 219.375]",6.0755,58,111.16781579118023,149.84915545375821,2.738002798138564,41.455848081034794,122.88786399103901,1.1128913036312977,474,259,True,436,220,75,77
4028,0.9775009155273438,"[472.5, 354.375]",6.0755,59,208.27004253275655,7.519495737479545,58.79961207314172,39.168053659899485,109.12529015782741,1.11873881600493,480,340,True,444,305,72,71
6122,0.986125111579895,"[472.5, 388.125]",6.0755,60,206.91268708307697,110.26666072023126,40.60488622450233,48.31923126595549,165.8552696986642,1.120213735979663,462,427,True,416,382,90,89
4521,0.9801551103591919,"[472.5, 489.375]",6.0755,61,118.53468290718065,184.53865112171576,216.56711542783123,41.359430300866656,122.48148877942843,1.1113958617121447,476,513,True,437,476,77,75
5058,0.9852801561355591,"[472.5, 624.375]",6.0755,62,66.69581440237127,245.78557780040748,21.52451319734351,43.64722456503146,137.02972135508716,1.1063400325295587,460,658,True,421,617,78,83
5367,0.9838321208953857,"[472.5, 793.125]",6.0755,63,244.44113366248243,21.108328792494817,186.73450844505584,45.14028156611098,145.40105071426507,1.115195782924021,446,812,True,405,770,82,85
3975,0.9781750440597534,"[472.5, 860.625]",6.0755,64,191.51359185560062,205.4826672231338,202.39678187351078,38.396711163477256,107.68943107680336,1.0894444909048107,481,888,True,445,853,72,71
4563,0.9798853993415833,"[472.5, 1063.125]",6.0755,65,31.819955137691842,117.21442351841698,199.39334018286192,42.04120701521515,123.61933937193805,1.1377689304312222,464,1029,True,428,989,75,82
4824,0.9846020936965942,"[517.5, 556.875]",6.0755,66,253.4302065218523,229.06466120131097,62.12713307143671,42.67619427472277,130.69026805396211,1.1089660587561956,514,588,True,476,548,75,81
5170,0.9870936870574951,"[517.5, 725.625]",6.0755,67,60.93320603320422,183.49166023620202,127.25054772075391,44.16925125618097,140.06398960177947,1.1084183778259755,493,739,True,451,700,82,80
6375,0.984718918800354,"[517.5, 928.125]",6.0755,68,203.06237538816646,100.40988693330924,253.00254088209815,48.93767563916658,172.70946493449597,1.1034703632713918,529,968,True,484,923,88,92
4638,0.979322075843811,"[562.5, 50.625]",6.0755,69,254.84347990325284,161.62845722601418,58.88421132096753,41.921394527247884,125.65121542999094,1.1129992825185517,591,68,True,551,30,78,76
4432,0.9833964705467224,"[562.5, 185.625]",6.0755,70,2.154884240072535,236.02854459061263,57.743846287495316,40.837403590095825,120.070329190539,1.1052758452750706,541,215,True,503,177,73,78
